ID,Tipo_escuela,ESCUELA,GRADO,Grupo,Anios,Total_meses,Sexo,Calificacion,ConteoT,Target,NumEntrenamientos,ConteoCorrecto11-14,Conteocorrecto_Target11-14,NumEntrenamientos2,ConteoCorrecto12-13,Conteocorrecto_Target12-13,Nivel _actividad,Sonrisa_Risa,Placer_alta_intensidad,Impulsividad,Aprox,Timidez,Miedo,Malestar,Tristeza,Frustracion,Autotranquilizacion,control_Inhibitorio,Placer_baja_intensidad,Sensibilidad perceptual,Atencion_foc,Shifting,conjunto_atencion,CE_condistractibilidad,AfectoNegativo,ExtraversionSurgency,CE_sindistractibilidad,ANT_errores_porcentaje_50,ANT_porcentaje_errores_omision_50,ANT_porcentaje_errores_comision_50,ANT_porcentaje_correctas_50,ANT_filtrado_50,Alerta_50,Orientacion_50,Conflicto_50,Perfiles,Perfiles_sindistac
245,0,2,1,7,,,1,9.6,12,0,3,1,0,1,1,0,4.538461538,5.461538462,3.769230769,4.769230769,5.076923077,4.538461538,5.5,5.083333333,4.5,4.461538462,4.666666667,5.307692308,4.384615385,5.083333333,3.444444444,4,3.642857143,4.444017094,4.842307692,4.692307692,4.555021368,6.25,2.040816327,6.12244898,93.75,1,35.5,-12,139.5,1,1
246,0,2,1,7,6,72,1,9.3,,,3,NA,NA,NA,NA,NA,4.384615385,3.909090909,4.454545455,4.833333333,4.727272727,4.416666667,4.1,4.166666667,4.166666667,5.615384615,5,4.846153846,4.307692308,4.583333333,4.666666667,4,4.428571429,4.480769231,4.60974359,4.454254079,4.600961538,50,1.360544218,49.65986395,50,1,102,-12,93,1,1
247,0,2,2,8,,0,0,9.4,12,1,3,1,1,1,1,1,5.538461538,3.583333333,6,5.615384615,5,5.384615385,5,5,5.545454545,3.923076923,3.615384615,4.846153846,5,5.333333333,5.111111111,6,5.428571429,5.258119658,4.616783217,5.186965812,5.072649573,6.25,0,8.163265306,93.75,1,106.5,-31.5,136,3,3
248,0,2,2,8,,0,0,9.5,15,0,3,0,0,2,0,0,4.153846154,4.923076923,5.230769231,4.384615385,3.333333333,4.538461538,4.916666667,4,4.583333333,3.307692308,4.538461538,3.769230769,4.461538462,4.916666667,4.555555556,5.6,4.928571429,4.660598291,4.269230769,4.427350427,4.425747863,7.638888889,1.360544218,8.163265306,92.36111111,1,112,82.5,172,0,0
252,0,2,2,8,,0,0,8.8,12,0,3,1,0,1,1,0,5.333333333,4.333333333,5.461538462,3.615384615,4.692307692,4.230769231,4.583333333,4.333333333,4.583333333,4.538461538,4.769230769,4.769230769,4.923076923,4.583333333,5,5.4,5.142857143,4.935128205,4.561538462,4.611111111,4.818910256,4.166666667,2.040816327,3.401360544,95.83333333,1,43,-52,161,3,1
253,0,2,2,8,,0,1,8.2,12,1,3,1,1,2,1,1,4.7,4.230769231,5.461538462,4.25,4.384615385,5.153846154,4.25,5.083333333,4.166666667,5.818181818,4.846153846,4.384615385,4.666666667,4.727272727,4.777777778,5,4.857142857,4.711266511,4.832867133,4.696794872,4.639083139,28.47222222,5.442176871,24.48979592,71.52777778,1,13,58.5,128,3,1
258,0,2,2,8,,0,1,9.6,,,3,NA,NA,NA,NA,NA,3.923076923,4,5.25,3.692307692,4.615384615,4.538461538,4.833333333,5.083333333,4.75,4,4.692307692,5.615384615,4.769230769,4.333333333,4.666666667,5,4.785714286,4.876923077,4.671794872,4.336538462,4.846153846,9.722222222,0,11.56462585,90.27777778,1,46.5,21,141,3,3
259,0,2,2,8,,0,1,9.4,12,1,3,1,1,2,1,1,4.545454545,5.384615385,4.692307692,4.25,4.769230769,3.692307692,6,3.75,4.363636364,3.75,5.846153846,4.846153846,5.25,5,3.333333333,4,3.571428571,4.485897436,4.741958042,4.555652681,4.607371795,10.41666667,4.761904762,7.482993197,89.58333333,1,12.5,8,135,1,1
262,0,2,2,8,,0,1,9.7,11,1,3,1,1,2,0,0,4.75,3.615384615,4.384615385,4.538461538,3.666666667,4.923076923,3.833333333,4.166666667,4.181818182,4.5,4.538461538,3.461538462,3.769230769,4.166666667,5.222222222,5.4,5.285714286,4.403931624,4.244055944,4.313034188,4.15491453,6.25,0.680272109,7.482993197,93.75,1,6,71,131,0,0
264,0,2,2,8,8,97,1,8.4,11,1,3,1,1,1,0,0,5.230769231,5.692307692,5.307692308,4.692307692,6.416666667,4,5.5,4.181818182,4,5.538461538,4.076923077,2.833333333,4.846153846,5.272727273,3.5,3.4,3.461538462,3.97044289,4.659440559,5.223290598,4.113053613,3.472222222,0.680272109,4.761904762,96.52777778,1,120,71,140,1,1
265,0,2,2,8,,0,1,8.3,12,1,3,1,1,1,1,1,4.076923077,4.461538462,4.461538462,3.769230769,4.769230769,2.692307692,3.333333333,3.916666667,3.666666667,3.384615385,5.307692308,6.153846154,5.923076923,5.083333333,4.888888889,5.6,5.142857143,5.52982906,3.921794872,4.038461538,5.512286325,9.722222222,0.680272109,10.88435374,90.27777778,1,75.5,95,130,2,2
266,0,2,2,8,,0,0,9.8,12,1,3,1,1,1,1,1,4.230769231,4.384615385,4.769230769,4.461538462,4.615384615,4.307692308,4.416666667,4.416666667,4.583333333,4.461538462,4.230769231,4.230769231,4.384615385,5.166666667,4.555555556,4.8,4.642857143,4.627521368,4.421794872,4.461538462,4.584401709,22.22222222,0.680272109,22.44897959,77.77777778,1,46,-32,136.5,1,1
267,0,2,2,8,,0,0,7.6,12,1,3,1,1,3,1,1,4.923076923,4.307692308,5.230769231,4.846153846,5,4.846153846,4.416666667,5.5,4.083333333,4.615384615,5.153846154,4.384615385,4.923076923,5.5,4.777777778,5.8,5.142857143,5.077094017,4.753846154,4.858974359,4.896367521,,,,,0,,,,3,3
268,0,2,2,8,,0,1,9.2,12,1,3,1,1,2,1,1,3.846153846,4.384615385,5.153846154,3.846153846,4.846153846,4.923076923,4.416666667,4.333333333,5.25,4.153846154,4.307692308,4.615384615,4.230769231,5.166666667,4.555555556,4.6,4.571428571,4.633675214,4.492307692,4.5,4.642094017,16.66666667,5.442176871,12.92517007,83.33333333,1,59.5,109.5,270,1,1
272,0,2,2,8,,0,1,9.4,12,0,3,1,0,1,1,0,3.384615385,2.923076923,6.615384615,4.846153846,4.384615385,5.333333333,4.666666667,5.25,5.818181818,4.461538462,4,4.307692308,4.615384615,6.5,4.888888889,4.8,4.857142857,5.022393162,4.839277389,4.581196581,5.077991453,5.555555556,0,7.482993197,94.44444444,1,-19,-16,111.5,3,3
273,1,3,0,9,,0,1,,12,1,3,1,1,2,1,1,5.846153846,5.692307692,6.461538462,6.230769231,5.923076923,1.692307692,4.5,2.083333333,4.666666667,5.384615385,4.75,2.923076923,5.384615385,4.833333333,3.222222222,4.8,3.785714286,4.232649573,4.276923077,5.307692308,4.090811966,26.38888889,1.360544218,26.53061224,73.61111111,1,149.5,-18.5,64,0,0
274,1,3,0,9,,0,0,,11,0,3,1,0,2,0,0,4.846153846,5.076923077,5.769230769,4.461538462,5.923076923,3.846153846,3.416666667,3.916666667,3.583333333,4.076923077,5.615384615,5.692307692,6.230769231,5,5,5.2,5.071428571,5.424615385,4.121794872,4.987179487,5.480769231,11.80555556,4.081632653,9.523809524,88.19444444,1,-10,126.5,131,2,2
275,1,3,0,9,,0,1,,,,3,NA,NA,NA,NA,NA,3.384615385,4.769230769,4.384615385,4.076923077,6.153846154,4,4.666666667,3.916666667,3.333333333,2.846153846,4.615384615,4.692307692,5.538461538,4.833333333,6,5,5.642857143,5.212820513,3.875641026,4.461538462,5.266025641,29.16666667,8.843537415,21.76870748,70.83333333,1,127.5,62,391,2,2
276,1,3,0,9,,0,0,,14,1,3,1,1,1,0,0,4.615384615,5.666666667,4.416666667,4.333333333,5.461538462,2.461538462,5.545454545,5.083333333,5.3,4.461538462,5.538461538,4.846153846,5.166666667,4.909090909,5.333333333,5,5.214285714,5.051048951,5.185757576,4.492521368,5.063811189,27.08333333,3.401360544,25.17006803,72.91666667,1,-55,25.5,60.5,3,3
277,1,3,0,9,,0,0,,13,1,3,1,1,2,1,1,5.923076923,5.538461538,6.5,6.333333333,5.416666667,1.307692308,2.75,4.75,2.545454545,4.230769231,4.363636364,3.538461538,4.692307692,6.416666667,4.222222222,4.6,4.357142857,4.693931624,3.727972028,5.169871795,4.71741453,18.05555556,14.28571429,5.442176871,81.94444444,1,196.5,21.5,61.5,0,0
278,1,3,0,9,,0,0,,12,1,3,1,1,2,1,1,3.769230769,4.461538462,3.846153846,3.692307692,4.769230769,3.153846154,4.583333333,4.333333333,5.166666667,4.230769231,4.75,6.153846154,5.846153846,4.583333333,6,4.2,5.357142857,5.356666667,4.612820513,3.948717949,5.645833333,5.555555556,4.761904762,2.721088435,94.44444444,1,52.5,-68.5,87.5,3,3
279,1,3,0,9,,0,0,,12,1,3,1,1,2,1,1,5.076923077,5.769230769,4.692307692,4.615384615,5.384615385,3.615384615,3.909090909,3.166666667,3.083333333,4.076923077,5,5.076923077,4.923076923,4.4,5.222222222,5.2,5.214285714,4.964444444,3.847202797,4.858974359,4.905555556,,,,,0,,,,2,2
280,1,3,0,9,,0,0,,12,1,3,1,1,2,1,1,4.769230769,4.461538462,3.846153846,5.230769231,5.538461538,3.230769231,5.5,4,4.166666667,4.230769231,4.615384615,4.461538462,5.076923077,4.5,5.222222222,4.6,5,4.772136752,4.502564103,4.512820513,4.81517094,18.75,5.442176871,14.96598639,81.25,1,99,10.5,160.5,3,1
281,1,3,0,9,,0,0,,12,0,3,1,0,1,1,0,4.923076923,5,4.923076923,4.692307692,5.833333333,3.615384615,4.25,5.083333333,5,5.076923077,3.769230769,4.076923077,4.692307692,4.75,3.888888889,4.4,4.071428571,4.361623932,4.635897436,4.831196581,4.352029915,30.55555556,12.24489796,19.72789116,69.44444444,1,-198.5,-65,-23,1,1
282,1,3,0,9,,0,1,,12,1,3,1,1,2,1,1,4.769230769,5.384615385,4.846153846,4.692307692,5.846153846,3.153846154,4.166666667,3.833333333,3.833333333,4.153846154,5.153846154,5.384615385,5.846153846,5.166666667,5.333333333,5.2,5.285714286,5.386153846,4.228205128,4.782051282,5.432692308,9.722222222,4.081632653,7.482993197,90.27777778,1,94,-87.5,128.5,2,2
284,1,3,0,9,,0,0,,,,3,NA,NA,NA,NA,NA,5.153846154,5.076923077,5.846153846,5.076923077,5.538461538,2.923076923,5.583333333,3.666666667,4.666666667,4.769230769,3.916666667,4.461538462,5.230769231,5.25,5.333333333,3.4,4.642857143,4.735128205,4.520512821,4.935897436,5.068910256,9.722222222,2.040816327,9.523809524,90.27777778,1,112,63.5,187.5,3,3
285,1,3,0,9,,0,1,,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,14.58333333,0.680272109,15.6462585,85.41666667,1,110,54,118,NA,NA
286,1,3,0,9,,0,0,,,,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,24.30555556,9.523809524,16.32653061,75.69444444,1,-40.5,-46,193,NA,NA
287,1,3,0,9,,0,0,,11,1,3,1,1,2,0,0,3.923076923,4.583333333,3.538461538,4.230769231,5.538461538,2.384615385,2.916666667,3.454545455,2.6,2,6.538461538,6.692307692,6.846153846,5,6.666666667,4.8,6,6.001025641,3.501934732,4.033119658,6.301282051,6.25,4.081632653,4.081632653,93.75,1,113,179,200.5,2,2
288,1,3,0,9,,0,1,,10,1,3,0,0,1,0,0,3.461538462,5.230769231,4.25,4.153846154,5.769230769,1,3.333333333,2.25,1.818181818,1.846153846,6.538461538,5.615384615,6.538461538,5.916666667,5.111111111,5.4,5.214285714,5.716324786,3.157226107,3.977564103,5.795405983,12.5,0.680272109,13.60544218,87.5,1,105,60.5,62,2,2
289,1,3,1,10,,0,1,,,,3,NA,NA,NA,NA,NA,5.846153846,5.153846154,5.923076923,5.923076923,6.076923077,1.846153846,4.25,4.666666667,5.545454545,5.538461538,3.384615385,3.307692308,4.615384615,5.583333333,3.222222222,3.6,3.357142857,4.065726496,4.677039627,5.128205128,4.18215812,4.861111111,2.040816327,4.761904762,95.13888889,1,20.5,-41.5,233.5,1,1
290,1,3,1,10,,0,1,,12,1,3,1,1,1,1,1,3.75,5.25,4.272727273,4.692307692,5.230769231,1.454545455,4.5,4.75,3.4,4.272727273,5.166666667,4.833333333,5.692307692,5,5.125,4.6,4.923076923,5.050128205,4.417878788,4.108391608,5.162660256,47.91666667,7.482993197,41.49659864,52.08333333,1,185.5,-52,-54,3,3
291,1,3,1,10,,0,0,,13,1,3,1,1,2,1,1,4.923076923,5.076923077,5,3.833333333,4.923076923,4.230769231,4.916666667,4.416666667,4.25,4.769230769,4.333333333,4.461538462,5.153846154,5,5,3,4.285714286,4.523076923,4.537179487,4.664529915,4.903846154,9.027777778,0,10.88435374,90.97222222,1,162,123,31.5,1,3
292,1,3,1,10,,0,0,,,,3,NA,NA,NA,NA,NA,5.5,5.076923077,6.666666667,6.307692308,6.230769231,1.083333333,5.916666667,5.583333333,4.090909091,5.416666667,4.461538462,4.461538462,5.75,5.454545455,3.666666667,3.8,3.714285714,4.626550117,5.093822844,5.144230769,4.833187646,0.694444444,0,2.721088435,99.30555556,1,94.5,5.5,45.5,1,3
293,1,3,1,10,,0,1,,12,1,3,1,1,1,1,1,3.153846154,5.076923077,4.692307692,3.538461538,5.230769231,3.692307692,4.166666667,3.545454545,2.25,2.692307692,5.75,6.538461538,6.25,5.166666667,6.222222222,4.6,5.642857143,5.755470085,3.680885781,4.230769231,6.044337607,6.944444444,1.360544218,7.482993197,93.05555556,1,79,57,109,2,2
294,1,3,1,10,,0,0,,15,0,3,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,9.027777778,4.081632653,6.802721088,90.97222222,1,-64.5,19,232,NA,NA
295,1,3,1,10,,0,0,,,,3,NA,NA,NA,NA,NA,4.166666667,5.153846154,6.076923077,3.692307692,5.692307692,5.333333333,2.916666667,2.916666667,4.090909091,5.153846154,4.384615385,4.692307692,5.461538462,5.5,5.888888889,3.8,5.142857143,5.068547009,3.892540793,5.019230769,5.385683761,5.555555556,1.360544218,6.12244898,94.44444444,1,67,-28.5,196.5,2,2
296,1,3,1,10,,0,0,,10,1,3,0,0,1,0,0,4.083333333,5.461538462,4.538461538,4.307692308,5.307692308,2.923076923,4.916666667,4.25,4.583333333,4.461538462,4.5,5.538461538,5.615384615,5.166666667,3.777777778,5.4,4.357142857,5.09965812,4.542307692,4.436965812,5.02457265,20.13888889,9.523809524,11.56462585,79.86111111,1,53.5,162.5,268,3,3
297,1,3,1,10,,0,1,,13,1,3,1,1,1,1,1,4.5,4.461538462,3.461538462,4.230769231,5.153846154,1.916666667,5.416666667,4.166666667,4.75,5.153846154,3.75,4.461538462,4.454545455,5.333333333,3.444444444,3.4,3.428571429,4.218772339,4.647435897,3.954059829,4.423465423,3.472222222,2.040816327,3.401360544,96.52777778,1,87.5,77,67,1,1
298,1,3,1,10,,0,1,,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,1.388888889,0.680272109,2.721088435,98.61111111,1,71,31,63.5,NA,NA
299,1,4,1,11,,0,1,9.5,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,6.944444444,0.680272109,8.163265306,93.05555556,1,-8.5,27.5,110,NA,NA
300,1,4,1,11,,0,0,10,12,0,3,1,0,2,1,0,3.916666667,5,5.153846154,4.615384615,5.692307692,3.846153846,2.416666667,3.25,3.25,3,4.846153846,5.538461538,5.307692308,5.5,5.375,4.6,5.076923077,5.264230769,3.352564103,4.704059829,5.430288462,3.472222222,1.360544218,4.081632653,96.52777778,1,59,52,21,2,2
301,1,4,1,11,,0,1,9.4,12,1,3,1,1,1,1,1,3.615384615,5.230769231,5.538461538,4.307692308,4.307692308,2.538461538,4.166666667,4.25,4.583333333,5.153846154,3.538461538,3.538461538,5.923076923,4.5,2.75,3.4,3,4.022307692,4.338461538,4.256410256,4.177884615,11.80555556,0.680272109,12.92517007,88.19444444,1,-5,73.5,116,1,1
302,1,4,1,11,,0,0,9.6,12,1,3,1,1,1,1,1,2.692307692,5.333333333,2.615384615,3.615384615,5.846153846,3.461538462,4.272727273,3.416666667,3.666666667,3.75,5.5,6.615384615,6.076923077,4.833333333,5.875,4.4,5.307692308,5.560128205,4.121212121,3.927350427,5.850160256,2.777777778,1.360544218,3.401360544,97.22222222,1,95.5,48.5,55,2,2
303,1,4,1,11,,0,1,9.5,13,1,3,1,1,1,1,1,3.692307692,5.384615385,4.615384615,4.615384615,5.307692308,3.230769231,5.25,5.166666667,4.666666667,4.538461538,4.076923077,5,5.923076923,5.5,4.375,4.2,4.307692308,4.999615385,4.73974359,4.474358974,5.199519231,2.083333333,0.680272109,3.401360544,97.91666667,1,172,-24,152.5,3,3
304,1,4,1,11,,0,0,9.5,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,6.25,3.401360544,4.761904762,93.75,1,105,4,25.5,NA,NA
305,1,4,1,11,,0,1,9.1,,,3,NA,NA,NA,NA,NA,6.153846154,6.230769231,5.416666667,5.461538462,6.230769231,1.615384615,3.916666667,4,2.166666667,3.692307692,4.916666667,4.384615385,4.538461538,5.545454545,4,4.6,4.3,4.692132867,3.738461538,5.18482906,4.617132867,3.472222222,0,5.442176871,96.52777778,1,117.5,44.5,141,0,0
306,1,4,1,11,,0,0,9.2,12,1,3,1,1,2,1,1,4.076923077,4.307692308,4.461538462,3.153846154,5.461538462,4.230769231,5.166666667,4.25,3.75,4.307692308,4.083333333,4.692307692,5.090909091,5.083333333,4.625,5,4.769230769,4.898310023,4.311538462,4.282051282,4.872887529,13.19444444,8.163265306,31.29251701,86.80555556,1,61.5,-42,22,3,3
307,1,4,1,11,,0,0,9.8,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,28.47222222,6.802721088,23.1292517,71.52777778,1,-72,115.5,74,NA,NA
308,1,4,1,11,,0,1,9.6,12,0,3,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,6.25,4.081632653,4.081632653,93.75,1,90,41,259,NA,NA
309,1,4,1,12,,0,0,9.6,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,3.472222222,0,5.442176871,96.52777778,1,63,68.5,52,NA,NA
310,1,4,1,12,,0,1,9.4,13,0,3,1,0,1,1,0,4.461538462,4,5.538461538,4.769230769,5.538461538,3.307692308,3.75,3.833333333,4.166666667,5.923076923,4.666666667,3.846153846,5.076923077,6,4.125,3,3.692307692,4.409615385,4.467948718,4.602564103,4.762019231,6.25,0.680272109,7.482993197,93.75,1,148,-18,91.5,1,1
311,1,4,1,12,,0,1,9.4,12,1,3,1,1,1,1,1,4.615384615,5.75,4.538461538,4.076923077,6.230769231,5.076923077,5.727272727,4.833333333,5.272727273,4.384615385,5.384615385,4.461538462,5.538461538,5.666666667,4.375,4.2,4.307692308,4.848333333,5.120512821,5.048076923,5.010416667,13.19444444,0,14.96598639,86.80555556,1,26,-63,51,3,3
312,1,4,1,12,,0,1,9.6,12,1,3,1,1,2,1,1,4.692307692,4.692307692,5.307692308,3.769230769,6.461538462,3.846153846,5.5,4.916666667,5.333333333,5.153846154,3.230769231,4.538461538,4.615384615,5.5,5.125,3.6,4.538461538,4.675769231,4.826923077,4.794871795,4.944711538,9.027777778,2.040816327,8.843537415,90.97222222,1,69,58,-10.5,1,3
313,1,4,1,12,,0,0,9.7,12,1,3,1,1,1,1,1,4.461538462,4.538461538,3.846153846,4.846153846,5.846153846,2.692307692,5.083333333,4.25,4.083333333,4.692307692,5.230769231,5.615384615,5.153846154,4.75,4.444444444,4.4,4.422222222,4.872735043,4.667948718,4.371794872,4.990918803,2.083333333,0.680272109,3.401360544,97.91666667,1,16.5,20,77.5,3,3
314,1,4,1,12,,0,0,9.7,10,1,3,0,0,1,0,0,3.75,4.615384615,4.846153846,4.230769231,5.153846154,4.461538462,4.416666667,4.5,4.363636364,4.076923077,4.916666667,5.384615385,5.384615385,5.333333333,4.125,4.6,4.307692308,4.965512821,4.454778555,4.509615385,5.056891026,5.555555556,2.040816327,5.442176871,94.44444444,1,44.5,-34.5,65.5,3,3
315,1,4,1,12,,0,1,8.9,11,0,3,1,0,1,0,0,3.230769231,4.769230769,3.923076923,4.461538462,5.307692308,2.461538462,3.090909091,4.090909091,4.333333333,5.461538462,4.384615385,4.307692308,4.916666667,4.75,3.75,3.4,3.615384615,4.224871795,4.272261072,4.025641026,4.431089744,32.63888889,10.20408163,23.80952381,67.36111111,1,27,-40.5,-15,0,0
316,1,4,1,12,,0,0,9.7,,,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,22.22222222,13.60544218,10.20408163,77.77777778,1,191,130,-31,NA,NA
317,1,4,1,12,,0,0,9.7,11,1,3,1,1,1,0,0,3.923076923,5.230769231,3.916666667,3.615384615,5.769230769,4.307692308,4.916666667,4.416666667,4.666666667,4.846153846,5.153846154,6.153846154,5.692307692,5.083333333,5.25,5,5.153846154,5.435897436,4.8,4.460470085,5.544871795,4.166666667,1.360544218,4.761904762,95.83333333,1,92.5,69,120,3,3
318,1,4,1,12,,0,0,9.6,10,1,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1.388888889,0.680272109,2.721088435,98.61111111,1,137,76,-19,NA,NA
319,1,4,1,12,,0,1,9.3,12,1,3,1,1,1,1,1,4.461538462,5.461538462,3.846153846,5.307692308,6,1.538461538,3,4.25,4.166666667,5,5.846153846,4.307692308,5.769230769,3.916666667,5.625,4.4,5.153846154,4.803717949,4.452564103,4.435897436,4.904647436,13.88888889,0,15.6462585,86.11111111,1,61,109.5,87,3,3
320,1,4,2,13,,0,1,9.7,12,1,3,1,1,1,1,1,3.416666667,6,5.076923077,4.384615385,5.846153846,2.307692308,2.833333333,2.166666667,2.75,2.461538462,5.384615385,6.307692308,5.090909091,6.333333333,6.5,5.6,6.153846154,5.966386946,3.119230769,4.50534188,6.057983683,1.388888889,0,3.401360544,98.61111111,1,23.5,126.5,106,2,2
321,1,4,2,13,,0,1,8.9,13,1,3,1,1,1,1,1,3.692307692,5.461538462,4.5,4.461538462,6,2.076923077,4.6,4.454545455,4,4.846153846,3.916666667,4.230769231,6,6,4.5,3.8,4.230769231,4.906153846,4.363473193,4.365384615,5.182692308,6.25,0,8.163265306,93.75,1,-88.5,-71,87.5,3,3
322,1,4,2,13,,0,1,9.4,13,1,3,1,1,2,1,1,3.769230769,4.692307692,5.181818182,4.307692308,4.769230769,3,3.416666667,3.727272727,3.818181818,3.230769231,4.692307692,5.846153846,4.833333333,4.916666667,4.625,5,4.769230769,5.044230769,3.777039627,4.286713287,5.055288462,4.166666667,0,6.12244898,95.83333333,1,86.5,4,78,2,2
323,1,4,2,13,,0,0,9.2,13,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,NA,NA
324,1,4,2,13,,0,1,9.8,13,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,9.027777778,0,10.88435374,90.97222222,1,57.5,24,100,NA,NA
325,1,4,2,13,,0,1,9,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,19.44444444,5.442176871,15.6462585,80.55555556,1,119,118.5,266,NA,NA
326,1,4,2,13,,0,0,9.1,10,1,3,0,0,2,0,0,5,4.153846154,5,5.5,6.416666667,3.307692308,2.666666667,2.583333333,3.083333333,3.615384615,4.583333333,5.166666667,3.272727273,5.7,4.125,5.8,4.769230769,4.812878788,3.306410256,4.896367521,4.566098485,3.472222222,0,5.442176871,96.52777778,1,70,41,72.5,2,0
327,1,4,2,13,,0,0,8.9,10,1,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,8.333333333,7.482993197,2.721088435,91.66666667,1,25.5,-93.5,-9,NA,NA
328,1,4,2,13,,0,0,9.3,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,6.944444444,1.360544218,7.482993197,93.05555556,1,161.5,-14.5,134,NA,NA
329,1,4,2,13,,0,1,9.4,13,0,3,1,0,2,1,0,4.076923077,5,4.692307692,4.153846154,5.153846154,4.307692308,3.75,5.166666667,2.666666667,4.461538462,4.461538462,5.307692308,5,5.5,3.625,3.8,3.692307692,4.646538462,4.101282051,4.564102564,4.858173077,4.166666667,0,6.12244898,95.83333333,1,17,45,185,0,2
330,1,4,2,13,,0,1,9.3,13,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,6.944444444,2.040816327,6.802721088,93.05555556,1,131,11,104,NA,NA
331,1,4,2,13,,0,0,9.1,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,14.58333333,0.680272109,15.6462585,85.41666667,1,110.5,77,124.5,NA,NA
