ID,Tipo_escuela,ESCUELA,GRADO,Grupo,Anios,Total_meses,Sexo,Calificacion,ConteoT,Target,NumEntrenamientos,ConteoCorrecto11-14,Conteocorrecto_Target11-14,NumEntrenamientos2,ConteoCorrecto12-13,Conteocorrecto_Target12-13,Nivel _actividad,Sonrisa_Risa,Placer_alta_intensidad,Impulsividad,Aprox,Timidez,Miedo,Malestar,Tristeza,Frustracion,Autotranquilizacion,control_Inhibitorio,Placer_baja_intensidad,Sensibilidad perceptual,Atencion_foc,Shifting,conjunto_atencion,CE_condistractibilidad,AfectoNegativo,ExtraversionSurgency,CE_sindistractibilidad,ANT_errores_porcentaje_50,ANT_porcentaje_errores_omision_50,ANT_porcentaje_errores_comision_50,ANT_porcentaje_correctas_50,ANT_filtrado_50,Alerta_50,Orientacion_50,Conflicto_50,Perfiles,Perfiles_sindistac
98,0,1,1,3,6,81,1,9.8,11,0,3,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
99,0,1,1,3,,,0,7,13,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
100,0,1,1,3,,,1,9,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
103,0,1,1,3,6,80,1,7.8,8,0,3,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
105,0,1,1,3,,,0,8.6,13,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
107,0,1,1,3,6,72,0,8.2,12,1,3,1,1,1,1,1,4.692307692,3.923076923,5.076923077,4.153846154,4.615384615,4.153846154,3.75,4.25,4.166666667,4.846153846,4.384615385,5,4,4.727272727,3.777777778,4.2,3.928571429,4.341010101,4.279487179,4.435897436,4.376262626,17.36111111,0,0,82.63888889,1,99,3,167.5,0,0
108,0,1,1,3,,,1,8.5,11,0,3,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
112,0,1,1,3,,,0,9.9,13,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
114,0,1,2,4,,,1,8.4,11,1,3,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
115,0,1,2,4,,,0,8.3,14,0,3,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
117,0,1,2,4,7,84,0,8,12,0,3,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
118,0,1,2,4,,,1,9.1,12,1,3,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
119,0,1,2,4,,,0,9.2,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
120,0,1,2,4,,,0,9.3,11,0,3,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
121,0,1,2,4,,,0,9.3,11,1,3,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
123,0,1,2,4,,,1,8.1,11,0,3,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
125,0,1,2,4,7,91,1,8.4,,,3,NA,NA,NA,NA,NA,5.076923077,5,5.846153846,5.307692308,5.846153846,3.153846154,2.916666667,4.166666667,3.75,3.769230769,4.769230769,4.076923077,4.692307692,4.75,4.666666667,5,4.785714286,4.637179487,3.874358974,5.038461538,4.546474359,,,,,,,,,0,0
126,0,1,2,4,,,1,7.5,15,0,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
127,0,1,2,4,,,0,8.7,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
128,0,1,2,4,,,1,8.4,20,1,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
130,0,1,2,4,7,87,1,8.6,,,3,NA,NA,NA,NA,NA,3.363636364,3.833333333,3.916666667,4.333333333,4.272727273,4.583333333,4.272727273,4.727272727,4.166666667,4.181818182,3.923076923,3.833333333,4.307692308,4.727272727,3,4.2,3.461538462,4.013659674,4.254312354,4.050505051,3.967074592,,,,,,,,,0,0
132,0,1,2,4,,,1,6.3,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
136,0,1,2,4,8,96,1,7.6,,,3,NA,NA,NA,NA,NA,5.538461538,4.538461538,5.615384615,4.923076923,6.461538462,2.076923077,4.75,4.75,4.083333333,4.846153846,4.666666667,4.230769231,4.692307692,5.416666667,3.888888889,4,3.928571429,4.445726496,4.619230769,4.858974359,4.55715812,,,,,,,,,1,1
137,0,1,2,4,,,0,9.6,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
139,0,1,2,4,,,0,8.2,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
142,0,1,2,4,,,1,7.2,13,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
144,0,1,2,4,,,0,7.9,14,1,3,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
145,0,1,2,4,,,1,6.9,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
146,0,1,2,4,,,0,8.6,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
147,0,1,2,4,7,95,0,9,,,3,NA,NA,NA,NA,NA,5.461538462,5.461538462,5.538461538,5.307692308,5.769230769,2.615384615,3.916666667,4.833333333,3.916666667,4.384615385,4.846153846,4.230769231,5,5.090909091,4.666666667,4.4,4.571428571,4.677668998,4.379487179,5.025641026,4.747086247,,,,,,,,,1,1
150,0,1,2,5,,,0,9.3,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
151,0,1,2,5,,,1,9,13,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
152,0,1,2,5,8,97,0,8.6,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
153,0,1,2,5,7,88,0,8.7,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
154,0,1,2,5,7,91,1,6.8,11,1,3,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
156,0,1,2,5,7,84,1,9.8,,,3,NA,NA,NA,NA,NA,5,5.25,4.166666667,4.083333333,5.166666667,2.166666667,3.454545455,2.090909091,3.090909091,3.181818182,6.166666667,6.083333333,5.583333333,4.181818182,5.375,6.25,5.666666667,5.49469697,3.596969697,4.305555556,5.305871212,,,,,,,,,2,2
157,0,1,2,5,,,1,8.1,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
158,0,1,2,5,,,1,9,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
160,0,1,2,5,7,90,1,9.4,11,1,3,1,1,2,0,0,5.076923077,5.153846154,3.538461538,4.615384615,5.076923077,3.461538462,6,4.416666667,4.333333333,3.923076923,4.230769231,4.615384615,4.692307692,4.666666667,3.111111111,3.6,3.285714286,4.137094017,4.580769231,4.487179487,4.271367521,,,,,,,,,1,1
161,0,1,2,5,,,1,8,9,1,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
162,0,1,2,5,,,0,8.4,13,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
163,0,1,2,5,,,0,9.2,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
164,0,1,2,5,,,0,8.9,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
165,0,1,2,5,7,94,1,9.2,12,1,3,1,1,1,1,1,6.384615385,6,6.846153846,5,5.615384615,1,4,2.166666667,3.25,2.076923077,7,7,7,6.833333333,6.666666667,6.2,6.5,6.74,3.698717949,5.141025641,6.875,,,,,,,,,2,2
166,0,1,2,5,,,1,7.8,11,1,3,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
167,0,1,2,5,,,1,9.4,14,1,3,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
168,0,1,2,5,,,0,9.5,13,0,3,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
169,0,1,2,5,,,0,9.2,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
170,0,1,2,5,,,0,8.8,12,0,3,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
171,0,1,2,5,,,1,8.2,14,1,3,1,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
172,0,1,2,5,,,0,8.5,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
173,0,1,2,5,7,90,1,8.6,10,1,3,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
175,0,1,2,5,,,1,6.7,12,0,3,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
176,0,1,2,5,,,0,7.2,12,1,3,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
179,0,1,2,5,,,0,9,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
180,0,1,2,5,,,0,8.4,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
181,0,1,2,5,7,94,0,8.9,13,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
182,0,1,2,5,,,0,9.3,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
183,0,1,2,5,,,0,6.9,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
187,0,1,2,6,7,92,0,9.2,12,1,3,1,1,2,1,1,4.846153846,4.307692308,4,4,5.25,4.307692308,4,4.916666667,4,4.846153846,4.583333333,4.538461538,4.75,4.666666667,3.333333333,2.6,3.071428571,3.977692308,4.469230769,4.451923077,4.322115385,,,,,,,,,1,1
188,0,1,2,6,,,1,7.7,18,1,3,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
189,0,1,2,6,,,1,9.6,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
190,0,1,2,6,8,96,1,9.2,12,1,3,1,1,1,1,1,4.692307692,5,6,5.166666667,5.692307692,3.833333333,3.916666667,3.545454545,3.833333333,4.666666667,4.769230769,4.75,4.916666667,5.090909091,5.25,4.75,5.083333333,4.951515152,4.146270396,5.064102564,5.001893939,,,,,,,,,2,2
191,0,1,2,6,,,0,9.4,15,0,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
192,0,1,2,6,7,91,0,8.5,12,0,3,1,0,2,1,0,4.181818182,4.153846154,4.75,4.090909091,4.461538462,3.4,4,3.909090909,4.375,4,4.416666667,4.181818182,4.461538462,9.416666667,4.222222222,3.2,3.857142857,5.096449106,4.140151515,4.173018648,5.570561383,,,,,,,,,2,2
193,0,1,2,6,7,87,0,9.1,,,3,NA,NA,NA,NA,NA,3.615384615,4.769230769,3,3.615384615,6.615384615,5.615384615,6.916666667,4.75,6.083333333,5.307692308,4,4.538461538,4.769230769,5.25,4.888888889,4.2,4.642857143,4.729316239,5.411538462,4.538461538,4.861645299,,,,,,,,,3,3
194,0,1,2,6,,,0,8.9,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
196,0,1,2,6,,,0,8.9,14,0,3,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
198,0,1,2,6,,,1,6.4,13,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
200,0,1,2,6,,,1,8.4,12,1,3,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
201,0,1,2,6,,,1,8.5,12,0,3,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
209,0,1,2,6,,,1,9.3,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
210,0,1,2,6,,,1,7.8,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
212,0,1,2,6,,,0,8.9,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
213,0,1,2,6,7,88,0,7.5,24,1,3,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
215,0,1,2,6,,,1,8.6,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
218,0,2,1,7,,,1,9.6,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
219,0,2,1,7,7,85,1,9,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
220,0,2,1,7,,,0,9.6,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
222,0,2,1,7,6,72,1,9.3,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
224,0,2,1,7,,,0,9.3,12,0,3,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
225,0,2,1,7,,,1,9,12,1,3,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
228,0,2,1,7,,,0,8.6,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
233,0,2,1,7,,,1,9.6,13,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
234,0,2,1,7,,,1,9,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
237,0,2,1,7,,,1,9.3,12,1,3,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
240,0,2,1,7,6,81,1,9,12,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
241,0,2,1,7,,,0,8.3,14,1,3,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
249,0,2,2,8,,0,0,7.5,20,0,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
250,0,2,2,8,,0,1,8.6,11,1,3,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
251,0,2,2,8,,0,0,9.9,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
254,0,2,2,8,,0,1,9.1,13,1,3,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
255,0,2,2,8,,0,0,9.8,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
256,0,2,2,8,,0,0,8,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
257,0,2,2,8,,0,1,9,11,0,3,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
260,0,2,2,8,,0,0,9.4,13,0,3,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
261,0,2,2,8,,0,0,9.3,13,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
263,0,2,2,8,,0,1,8.2,14,1,3,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
269,0,2,2,8,,0,0,9.2,12,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
270,0,2,2,8,,0,1,8.9,11,1,3,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
271,0,2,2,8,,0,1,9.5,12,0,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
283,1,3,0,9,,0,0,,8,0,3,0,0,2,0,0,3.461538462,5,3.75,3.153846154,4.230769231,5.461538462,3.3,3.25,3.25,3.230769231,5.076923077,5,5.615384615,3.916666667,5.444444444,5,5.285714286,4.995299145,3.621538462,4.176282051,4.994123932,,,,,0,,,,2,2
344,0,5,2,15,7,95,1,10,,,3,NA,NA,NA,NA,NA,4.538461538,5,5.461538462,3.923076923,6.384615385,5.307692308,3.666666667,4.5,4.333333333,4.076923077,4.333333333,6,5,5.083333333,5.5,2.2,4.230769231,4.756666667,4.182051282,5.102564103,5.395833333,,,,,,,,,2,2
